,Unnamed: 0,Date,Title,Author,Ranking,Year,Month,List
281,281,2020-07-01,devolution,Max Brooks,12,2020,7,combined-print-and-e-book-fiction
282,282,2020-07-01,if it bleeds,Stephen King,13,2020,7,combined-print-and-e-book-fiction
283,283,2020-07-01,hideaway,Nora Roberts,14,2020,7,combined-print-and-e-book-fiction
284,284,2020-07-01,american dirt,Jeanine Cummins,15,2020,7,combined-print-and-e-book-fiction
285,285,2020-08-01,the order,Daniel Silva,1,2020,8,combined-print-and-e-book-fiction
286,286,2020-08-01,peace talks,Jim Butcher,2,2020,8,combined-print-and-e-book-fiction
287,287,2020-08-01,the vanishing half,Brit Bennett,3,2020,8,combined-print-and-e-book-fiction
288,288,2020-08-01,28 summers,Elin Hilderbrand,4,2020,8,combined-print-and-e-book-fiction
289,289,2020-08-01,where the crawdads sing,Delia Owens,5,2020,8,combined-print-and-e-book-fiction
290,290,2020-08-01,the guest list,Lucy Foley,6,2020,8,combined-print-and-e-book-fiction
291,291,2020-08-01,sex and vanity,Kevin Kwan,7,2020,8,combined-print-and-e-book-fiction
292,292,2020-08-01,a walk along the beach,Debbie Macomber,8,2020,8,combined-print-and-e-book-fiction
293,293,2020-08-01,the guardians,John Grisham,9,2020,8,combined-print-and-e-book-fiction
294,294,2020-08-01,little fires everywhere,Celeste Ng,10,2020,8,combined-print-and-e-book-fiction
295,295,2020-08-01,camino winds,John Grisham,11,2020,8,combined-print-and-e-book-fiction
296,296,2020-08-01,cajun justice,James Patterson and Tucker Axum III,12,2020,8,combined-print-and-e-book-fiction
297,297,2020-08-01,american dirt,Jeanine Cummins,13,2020,8,combined-print-and-e-book-fiction
298,298,2020-08-01,utopia avenue,David Mitchell,14,2020,8,combined-print-and-e-book-fiction
299,299,2020-08-01,the summer house,James Patterson and Brendan DuBois,15,2020,8,combined-print-and-e-book-fiction
300,300,2020-09-01,royal,Danielle Steel,1,2020,9,combined-print-and-e-book-fiction
301,301,2020-09-01,where the crawdads sing,Delia Owens,2,2020,9,combined-print-and-e-book-fiction
302,302,2020-09-01,the jackal,J.R. Ward,3,2020,9,combined-print-and-e-book-fiction
303,303,2020-09-01,the vanishing half,Brit Bennett,4,2020,9,combined-print-and-e-book-fiction
304,304,2020-09-01,the guest list,Lucy Foley,5,2020,9,combined-print-and-e-book-fiction
305,305,2020-09-01,then she was gone,Lisa Jewell,6,2020,9,combined-print-and-e-book-fiction
306,306,2020-09-01,28 summers,Elin Hilderbrand,7,2020,9,combined-print-and-e-book-fiction
307,307,2020-09-01,american dirt,Jeanine Cummins,8,2020,9,combined-print-and-e-book-fiction
308,308,2020-09-01,little fires everywhere,Celeste Ng,9,2020,9,combined-print-and-e-book-fiction
309,309,2020-09-01,the midwife murders,James Patterson and Richard DiLallo,10,2020,9,combined-print-and-e-book-fiction
310,310,2020-09-01,the order,Daniel Silva,11,2020,9,combined-print-and-e-book-fiction
311,311,2020-09-01,1st case,James Patterson and Chris Tebbetts,12,2020,9,combined-print-and-e-book-fiction
312,312,2020-09-01,the guardians,John Grisham,13,2020,9,combined-print-and-e-book-fiction
313,313,2020-09-01,the silent patient,Alex Michaelides,14,2020,9,combined-print-and-e-book-fiction
314,314,2020-09-01,near dark,Brad Thor,15,2020,9,combined-print-and-e-book-fiction
315,315,2020-10-01,the evening and the morning,Ken Follett,1,2020,10,combined-print-and-e-book-fiction
316,316,2020-10-01,vince flynn total power,Kyle Mills,2,2020,10,combined-print-and-e-book-fiction
317,317,2020-10-01,troubled blood,Robert Galbraith,3,2020,10,combined-print-and-e-book-fiction
318,318,2020-10-01,to sleep in a sea of stars,Christopher Paolini,4,2020,10,combined-print-and-e-book-fiction
319,319,2020-10-01,shadows in death,J.D. Robb,5,2020,10,combined-print-and-e-book-fiction
320,320,2020-10-01,anxious people,Fredrik Backman,6,2020,10,combined-print-and-e-book-fiction
321,321,2020-10-01,the vanishing half,Brit Bennett,7,2020,10,combined-print-and-e-book-fiction
322,322,2020-10-01,all the devils are here,Louise Penny,8,2020,10,combined-print-and-e-book-fiction
323,323,2020-10-01,piranesi,Susanna Clarke,9,2020,10,combined-print-and-e-book-fiction
324,324,2020-10-01,one by one,Ruth Ware,10,2020,10,combined-print-and-e-book-fiction
325,325,2020-10-01,where the crawdads sing,Delia Owens,11,2020,10,combined-print-and-e-book-fiction
326,326,2020-10-01,the harbinger ii,Jonathan Cahn,12,2020,10,combined-print-and-e-book-fiction
327,327,2020-10-01,the guest list,Lucy Foley,13,2020,10,combined-print-and-e-book-fiction
328,328,2020-10-01,squeeze me,Carl Hiaasen,14,2020,10,combined-print-and-e-book-fiction
329,329,2020-10-01,fifty words for rain,Asha Lemmie,15,2020,10,combined-print-and-e-book-fiction
330,330,2020-11-01,a time for mercy,John Grisham,1,2020,11,combined-print-and-e-book-fiction
331,331,2020-11-01,the return,Nicholas Sparks,2,2020,11,combined-print-and-e-book-fiction
332,332,2020-11-01,the searcher,Tana French,3,2020,11,combined-print-and-e-book-fiction
333,333,2020-11-01,the evening and the morning,Ken Follett,4,2020,11,combined-print-and-e-book-fiction
334,334,2020-11-01,troubles in paradise,Elin Hilderbrand,5,2020,11,combined-print-and-e-book-fiction
335,335,2020-11-01,the book of two ways,Jodi Picoult,6,2020,11,combined-print-and-e-book-fiction
336,336,2020-11-01,the invisible life of addie larue,V.E. Schwab,7,2020,11,combined-print-and-e-book-fiction
337,337,2020-11-01,return to virgin river,Robyn Carr,8,2020,11,combined-print-and-e-book-fiction
338,338,2020-11-01,jingle all the way,Debbie Macomber,9,2020,11,combined-print-and-e-book-fiction
339,339,2020-11-01,invisible girl,Lisa Jewell,10,2020,11,combined-print-and-e-book-fiction
340,340,2020-11-01,leave the world behind,Rumaan Alam,11,2020,11,combined-print-and-e-book-fiction
341,341,2020-11-01,the vanishing half,Brit Bennett,12,2020,11,combined-print-and-e-book-fiction
342,342,2020-11-01,anxious people,Fredrik Backman,13,2020,11,combined-print-and-e-book-fiction
343,343,2020-11-01,the coasttocoast murders,James Patterson and J.D. Barker,14,2020,11,combined-print-and-e-book-fiction
344,344,2020-11-01,where the crawdads sing,Delia Owens,15,2020,11,combined-print-and-e-book-fiction
345,345,2020-12-01,rhythm of war,Brandon Sanderson,1,2020,12,combined-print-and-e-book-fiction
346,346,2020-12-01,daylight,David Baldacci,2,2020,12,combined-print-and-e-book-fiction
347,347,2020-12-01,home body,Rupi Kaur,3,2020,12,combined-print-and-e-book-fiction
348,348,2020-12-01,the law of innocence,Michael Connelly,4,2020,12,combined-print-and-e-book-fiction
349,349,2020-12-01,a time for mercy,John Grisham,5,2020,12,combined-print-and-e-book-fiction
350,350,2020-12-01,all that glitters,Danielle Steel,6,2020,12,combined-print-and-e-book-fiction
351,351,2020-12-01,tom clancy shadow of the dragon,Marc Cameron,7,2020,12,combined-print-and-e-book-fiction
352,352,2020-12-01,the sentinel,Lee Child and Andrew Child,8,2020,12,combined-print-and-e-book-fiction
353,353,2020-12-01,the return,Nicholas Sparks,9,2020,12,combined-print-and-e-book-fiction
354,354,2020-12-01,fortune and glory,Janet Evanovich,10,2020,12,combined-print-and-e-book-fiction
355,355,2020-12-01,piece of my heart,Mary Higgins Clark and Alafair Burke,11,2020,12,combined-print-and-e-book-fiction
356,356,2020-12-01,the vanishing half,Brit Bennett,12,2020,12,combined-print-and-e-book-fiction
357,357,2020-12-01,anxious people,Fredrik Backman,13,2020,12,combined-print-and-e-book-fiction
358,358,2020-12-01,the invisible life of addie larue,V.E. Schwab,14,2020,12,combined-print-and-e-book-fiction
359,359,2020-12-01,the evening and the morning,Ken Follett,15,2020,12,combined-print-and-e-book-fiction
360,360,2021-01-01,a time for mercy,John Grisham,1,2021,1,combined-print-and-e-book-fiction
361,361,2021-01-01,deadly cross,James Patterson,2,2021,1,combined-print-and-e-book-fiction
362,362,2021-01-01,ready player two,Ernest Cline,3,2021,1,combined-print-and-e-book-fiction
363,363,2021-01-01,the vanishing half,Brit Bennett,4,2021,1,combined-print-and-e-book-fiction
364,364,2021-01-01,the return,Nicholas Sparks,5,2021,1,combined-print-and-e-book-fiction
365,365,2021-01-01,daylight,David Baldacci,6,2021,1,combined-print-and-e-book-fiction
366,366,2021-01-01,where the crawdads sing,Delia Owens,7,2021,1,combined-print-and-e-book-fiction
367,367,2021-01-01,home body,Rupi Kaur,8,2021,1,combined-print-and-e-book-fiction
368,368,2021-01-01,the sentinel,Lee Child and Andrew Child,9,2021,1,combined-print-and-e-book-fiction
369,369,2021-01-01,the law of innocence,Michael Connelly,10,2021,1,combined-print-and-e-book-fiction
370,370,2021-01-01,the midnight library,Matt Haig,11,2021,1,combined-print-and-e-book-fiction
371,371,2021-01-01,the awakening,Nora Roberts,12,2021,1,combined-print-and-e-book-fiction
372,372,2021-01-01,nypd red 6,James Patterson and Marshall Karp,13,2021,1,combined-print-and-e-book-fiction
373,373,2021-01-01,fortune and glory,Janet Evanovich,14,2021,1,combined-print-and-e-book-fiction
374,374,2021-01-01,anxious people,Fredrik Backman,15,2021,1,combined-print-and-e-book-fiction
375,375,2021-02-01,the duke and i,Julia Quinn,1,2021,2,combined-print-and-e-book-fiction
376,376,2021-02-01,before she disappeared,Lisa Gardner,2,2021,2,combined-print-and-e-book-fiction
377,377,2021-02-01,the vanishing half,Brit Bennett,3,2021,2,combined-print-and-e-book-fiction
378,378,2021-02-01,the midnight library,Matt Haig,4,2021,2,combined-print-and-e-book-fiction
379,379,2021-02-01,the invisible life of addie larue,V.E. Schwab,5,2021,2,combined-print-and-e-book-fiction
380,380,2021-02-01,the push,Ashley Audrain,6,2021,2,combined-print-and-e-book-fiction
381,381,2021-02-01,neighbors,Danielle Steel,7,2021,2,combined-print-and-e-book-fiction
382,382,2021-02-01,where the crawdads sing,Delia Owens,8,2021,2,combined-print-and-e-book-fiction
383,383,2021-02-01,anxious people,Fredrik Backman,9,2021,2,combined-print-and-e-book-fiction
384,384,2021-02-01,firefly lane,Kristin Hannah,10,2021,2,combined-print-and-e-book-fiction
385,385,2021-02-01,a time for mercy,John Grisham,11,2021,2,combined-print-and-e-book-fiction
386,386,2021-02-01,the viscount who loved me,Julia Quinn,12,2021,2,combined-print-and-e-book-fiction
387,387,2021-02-01,the scorpions tail,Douglas Preston and Lincoln Child,13,2021,2,combined-print-and-e-book-fiction
388,388,2021-02-01,news of the world,Paulette Jiles,14,2021,2,combined-print-and-e-book-fiction
389,389,2021-02-01,the dutch house,Ann Patchett,15,2021,2,combined-print-and-e-book-fiction
390,390,2021-03-01,a court of silver flames,Sarah J. Maas,1,2021,3,combined-print-and-e-book-fiction
391,391,2021-03-01,the four winds,Kristin Hannah,2,2021,3,combined-print-and-e-book-fiction
392,392,2021-03-01,firefly lane,Kristin Hannah,3,2021,3,combined-print-and-e-book-fiction
393,393,2021-03-01,relentless,Mark Greaney,4,2021,3,combined-print-and-e-book-fiction
394,394,2021-03-01,the duke and i,Julia Quinn,5,2021,3,combined-print-and-e-book-fiction
395,395,2021-03-01,missing and endangered,J.A. Jance,6,2021,3,combined-print-and-e-book-fiction
396,396,2021-03-01,the midnight library,Matt Haig,7,2021,3,combined-print-and-e-book-fiction
397,397,2021-03-01,the vanishing half,Brit Bennett,8,2021,3,combined-print-and-e-book-fiction
398,398,2021-03-01,the sanatorium,Sarah Pearse,9,2021,3,combined-print-and-e-book-fiction
399,399,2021-03-01,faithless in death,J.D. Robb,10,2021,3,combined-print-and-e-book-fiction
400,400,2021-03-01,the viscount who loved me,Julia Quinn,11,2021,3,combined-print-and-e-book-fiction
401,401,2021-03-01,the russian,James Patterson and James O. Born,12,2021,3,combined-print-and-e-book-fiction
402,402,2021-03-01,the invisible life of addie larue,V.E. Schwab,13,2021,3,combined-print-and-e-book-fiction
403,403,2021-03-01,romancing mister bridgerton,Julia Quinn,14,2021,3,combined-print-and-e-book-fiction
404,404,2021-03-01,where the crawdads sing,Delia Owens,15,2021,3,combined-print-and-e-book-fiction
405,405,2021-04-01,win,Harlan Coben,1,2021,4,combined-print-and-e-book-fiction
406,406,2021-04-01,wild sign,Patricia Briggs,2,2021,4,combined-print-and-e-book-fiction
407,407,2021-04-01,the four winds,Kristin Hannah,3,2021,4,combined-print-and-e-book-fiction
408,408,2021-04-01,later,Stephen King,4,2021,4,combined-print-and-e-book-fiction
409,409,2021-04-01,the midnight library,Matt Haig,5,2021,4,combined-print-and-e-book-fiction
410,410,2021-04-01,life after death,Sister Souljah,6,2021,4,combined-print-and-e-book-fiction
411,411,2021-04-01,klara and the sun,Kazuo Ishiguro,7,2021,4,combined-print-and-e-book-fiction
412,412,2021-04-01,the duke and i,Julia Quinn,8,2021,4,combined-print-and-e-book-fiction
413,413,2021-04-01,the rose code,Kate Quinn,9,2021,4,combined-print-and-e-book-fiction
414,414,2021-04-01,we begin at the end,Chris Whitaker,10,2021,4,combined-print-and-e-book-fiction
415,415,2021-04-01,dark sky,C.J. Box,11,2021,4,combined-print-and-e-book-fiction
416,416,2021-04-01,camino winds,John Grisham,12,2021,4,combined-print-and-e-book-fiction
417,417,2021-04-01,the invisible life of addie larue,V.E. Schwab,13,2021,4,combined-print-and-e-book-fiction
418,418,2021-04-01,the vanishing half,Brit Bennett,14,2021,4,combined-print-and-e-book-fiction
419,419,2021-04-01,the song of achilles,Madeline Miller,15,2021,4,combined-print-and-e-book-fiction
420,420,2021-05-01,ocean prey,John Sandford,1,2021,5,combined-print-and-e-book-fiction
421,421,2021-05-01,the hill we climb,Amanda Gorman,2,2021,5,combined-print-and-e-book-fiction
422,422,2021-05-01,the devils hand,Jack Carr,3,2021,5,combined-print-and-e-book-fiction
423,423,2021-05-01,the four winds,Kristin Hannah,4,2021,5,combined-print-and-e-book-fiction
424,424,2021-05-01,where the crawdads sing,Delia Owens,5,2021,5,combined-print-and-e-book-fiction
425,425,2021-05-01,the midnight library,Matt Haig,6,2021,5,combined-print-and-e-book-fiction
426,426,2021-05-01,stargazer,Anne Hillerman,7,2021,5,combined-print-and-e-book-fiction
427,427,2021-05-01,the good sister,Sally Hepworth,8,2021,5,combined-print-and-e-book-fiction
428,428,2021-05-01,the red book,James Patterson and David Ellis,9,2021,5,combined-print-and-e-book-fiction
429,429,2021-05-01,when the stars go dark,Paula McLain,10,2021,5,combined-print-and-e-book-fiction
430,430,2021-05-01,the song of achilles,Madeline Miller,11,2021,5,combined-print-and-e-book-fiction
431,431,2021-05-01,win,Harlan Coben,12,2021,5,combined-print-and-e-book-fiction
432,432,2021-05-01,the rose code,Kate Quinn,13,2021,5,combined-print-and-e-book-fiction
433,433,2021-05-01,later,Stephen King,14,2021,5,combined-print-and-e-book-fiction
434,434,2021-05-01,the invisible life of addie larue,V.E. Schwab,15,2021,5,combined-print-and-e-book-fiction
435,435,2021-06-01,the last thing he told me,Laura Dave,1,2021,6,combined-print-and-e-book-fiction
436,436,2021-06-01,sooley,John Grisham,2,2021,6,combined-print-and-e-book-fiction
437,437,2021-06-01,project hail mary,Andy Weir,3,2021,6,combined-print-and-e-book-fiction
438,438,2021-06-01,where the crawdads sing,Delia Owens,4,2021,6,combined-print-and-e-book-fiction
439,439,2021-06-01,21st birthday,James Patterson and Maxine Paetro,5,2021,6,combined-print-and-e-book-fiction
440,440,2021-06-01,while justice sleeps,Stacey Abrams,6,2021,6,combined-print-and-e-book-fiction
441,441,2021-06-01,that summer,Jennifer Weiner,7,2021,6,combined-print-and-e-book-fiction
442,442,2021-06-01,the midnight library,Matt Haig,8,2021,6,combined-print-and-e-book-fiction
443,443,2021-06-01,the four winds,Kristin Hannah,9,2021,6,combined-print-and-e-book-fiction
444,444,2021-06-01,people we meet on vacation,Emily Henry,10,2021,6,combined-print-and-e-book-fiction
445,445,2021-06-01,a gambling man,David Baldacci,11,2021,6,combined-print-and-e-book-fiction
446,446,2021-06-01,the silent patient,Alex Michaelides,12,2021,6,combined-print-and-e-book-fiction
447,447,2021-06-01,the song of achilles,Madeline Miller,13,2021,6,combined-print-and-e-book-fiction
448,448,2021-06-01,the plot,Jean Hanff Korelitz,14,2021,6,combined-print-and-e-book-fiction
449,449,2021-06-01,the soulmate equation,Christina Lauren,15,2021,6,combined-print-and-e-book-fiction
450,450,2021-07-01,the presidents daughter,Bill Clinton and James Patterson,1,2021,7,combined-print-and-e-book-fiction
451,451,2021-07-01,the maidens,Alex Michaelides,2,2021,7,combined-print-and-e-book-fiction
452,452,2021-07-01,the last thing he told me,Laura Dave,3,2021,7,combined-print-and-e-book-fiction
453,453,2021-07-01,malibu rising,Taylor Jenkins Reid,4,2021,7,combined-print-and-e-book-fiction
454,454,2021-07-01,golden girl,Elin Hilderbrand,5,2021,7,combined-print-and-e-book-fiction
455,455,2021-07-01,where the crawdads sing,Delia Owens,6,2021,7,combined-print-and-e-book-fiction
456,456,2021-07-01,sooley,John Grisham,7,2021,7,combined-print-and-e-book-fiction
457,457,2021-07-01,the midnight library,Matt Haig,8,2021,7,combined-print-and-e-book-fiction
458,458,2021-07-01,project hail mary,Andy Weir,9,2021,7,combined-print-and-e-book-fiction
459,459,2021-07-01,people we meet on vacation,Emily Henry,10,2021,7,combined-print-and-e-book-fiction
460,460,2021-07-01,the silent patient,Alex Michaelides,11,2021,7,combined-print-and-e-book-fiction
461,461,2021-07-01,the song of achilles,Madeline Miller,12,2021,7,combined-print-and-e-book-fiction
462,462,2021-07-01,the four winds,Kristin Hannah,13,2021,7,combined-print-and-e-book-fiction
463,463,2021-07-01,the other black girl,Zakiya Dalila Harris,14,2021,7,combined-print-and-e-book-fiction
464,464,2021-07-01,million dollar demon,Kim Harrison,15,2021,7,combined-print-and-e-book-fiction
465,465,2021-08-01,the cellist,Daniel Silva,1,2021,8,combined-print-and-e-book-fiction
466,466,2021-08-01,the last thing he told me,Laura Dave,2,2021,8,combined-print-and-e-book-fiction
467,467,2021-08-01,its better this way,Debbie Macomber,3,2021,8,combined-print-and-e-book-fiction
468,468,2021-08-01,people we meet on vacation,Emily Henry,4,2021,8,combined-print-and-e-book-fiction
469,469,2021-08-01,the paper palace,Miranda Cowley Heller,5,2021,8,combined-print-and-e-book-fiction
470,470,2021-08-01,where the crawdads sing,Delia Owens,6,2021,8,combined-print-and-e-book-fiction
471,471,2021-08-01,a time for mercy,John Grisham,7,2021,8,combined-print-and-e-book-fiction
472,472,2021-08-01,malibu rising,Taylor Jenkins Reid,8,2021,8,combined-print-and-e-book-fiction
473,473,2021-08-01,the midnight library,Matt Haig,9,2021,8,combined-print-and-e-book-fiction
474,474,2021-08-01,the seven husbands of evelyn hugo,Taylor Jenkins Reid,10,2021,8,combined-print-and-e-book-fiction
475,475,2021-08-01,it ends with us,Colleen Hoover,11,2021,8,combined-print-and-e-book-fiction
476,476,2021-08-01,falling,T.J. Newman,12,2021,8,combined-print-and-e-book-fiction
477,477,2021-08-01,the presidents daughter,Bill Clinton and James Patterson,13,2021,8,combined-print-and-e-book-fiction
478,478,2021-08-01,project hail mary,Andy Weir,14,2021,8,combined-print-and-e-book-fiction
479,479,2021-08-01,the song of achilles,Madeline Miller,15,2021,8,combined-print-and-e-book-fiction
480,480,2021-09-01,bloodless,Douglas Preston and Lincoln Child,1,2021,9,combined-print-and-e-book-fiction
481,481,2021-09-01,billy summers,Stephen King,2,2021,9,combined-print-and-e-book-fiction
482,482,2021-09-01,complications,Danielle Steel,3,2021,9,combined-print-and-e-book-fiction
483,483,2021-09-01,the noise,James Patterson and J.D. Barker,4,2021,9,combined-print-and-e-book-fiction
484,484,2021-09-01,it ends with us,Colleen Hoover,5,2021,9,combined-print-and-e-book-fiction
485,485,2021-09-01,the last thing he told me,Laura Dave,6,2021,9,combined-print-and-e-book-fiction
486,486,2021-09-01,people we meet on vacation,Emily Henry,7,2021,9,combined-print-and-e-book-fiction
487,487,2021-09-01,the seven husbands of evelyn hugo,Taylor Jenkins Reid,8,2021,9,combined-print-and-e-book-fiction
488,488,2021-09-01,nine perfect strangers,Liane Moriarty,9,2021,9,combined-print-and-e-book-fiction
489,489,2021-09-01,the song of achilles,Madeline Miller,10,2021,9,combined-print-and-e-book-fiction
490,490,2021-09-01,where the crawdads sing,Delia Owens,11,2021,9,combined-print-and-e-book-fiction
491,491,2021-09-01,the midnight library,Matt Haig,12,2021,9,combined-print-and-e-book-fiction
492,492,2021-09-01,the paper palace,Miranda Cowley Heller,13,2021,9,combined-print-and-e-book-fiction
493,493,2021-09-01,malibu rising,Taylor Jenkins Reid,14,2021,9,combined-print-and-e-book-fiction
494,494,2021-09-01,the guest list,Lucy Foley,15,2021,9,combined-print-and-e-book-fiction
495,495,2021-10-01,apples never fall,Liane Moriarty,1,2021,10,combined-print-and-e-book-fiction
496,496,2021-10-01,vince flynn enemy at the gates,Kyle Mills,2,2021,10,combined-print-and-e-book-fiction
497,497,2021-10-01,harlem shuffle,Colson Whitehead,3,2021,10,combined-print-and-e-book-fiction
498,498,2021-10-01,beautiful world where are you,Sally Rooney,4,2021,10,combined-print-and-e-book-fiction
499,499,2021-10-01,it ends with us,Colleen Hoover,5,2021,10,combined-print-and-e-book-fiction
500,500,2021-10-01,the last thing he told me,Laura Dave,6,2021,10,combined-print-and-e-book-fiction
501,501,2021-10-01,forgotten in death,J.D. Robb,7,2021,10,combined-print-and-e-book-fiction
502,502,2021-10-01,billy summers,Stephen King,8,2021,10,combined-print-and-e-book-fiction
503,503,2021-10-01,a slow fire burning,Paula Hawkins,9,2021,10,combined-print-and-e-book-fiction
504,504,2021-10-01,the seven husbands of evelyn hugo,Taylor Jenkins Reid,10,2021,10,combined-print-and-e-book-fiction
505,505,2021-10-01,the love hypothesis,Ali Hazelwood,11,2021,10,combined-print-and-e-book-fiction
506,506,2021-10-01,the midnight library,Matt Haig,12,2021,10,combined-print-and-e-book-fiction
507,507,2021-10-01,the wisdom of crowds,Joe Abercrombie,13,2021,10,combined-print-and-e-book-fiction
508,508,2021-10-01,people we meet on vacation,Emily Henry,14,2021,10,combined-print-and-e-book-fiction
509,509,2021-10-01,empire of the vampire,Jay Kristoff,15,2021,10,combined-print-and-e-book-fiction
510,510,2021-11-01,the judges list,John Grisham,1,2021,11,combined-print-and-e-book-fiction
511,511,2021-11-01,the lincoln highway,Amor Towles,2,2021,11,combined-print-and-e-book-fiction
512,512,2021-11-01,the wish,Nicholas Sparks,3,2021,11,combined-print-and-e-book-fiction
513,513,2021-11-01,state of terror,Hillary Rodham Clinton and Louise Penny,4,2021,11,combined-print-and-e-book-fiction
514,514,2021-11-01,it ends with us,Colleen Hoover,5,2021,11,combined-print-and-e-book-fiction
515,515,2021-11-01,dune,Frank Herbert,6,2021,11,combined-print-and-e-book-fiction
516,516,2021-11-01,apples never fall,Liane Moriarty,7,2021,11,combined-print-and-e-book-fiction
517,517,2021-11-01,dear santa,Debbie Macomber,8,2021,11,combined-print-and-e-book-fiction
518,518,2021-11-01,cloud cuckoo land,Anthony Doerr,9,2021,11,combined-print-and-e-book-fiction
519,519,2021-11-01,oh william,Elizabeth Strout,10,2021,11,combined-print-and-e-book-fiction
520,520,2021-11-01,the seven husbands of evelyn hugo,Taylor Jenkins Reid,11,2021,11,combined-print-and-e-book-fiction
521,521,2021-11-01,the last thing he told me,Laura Dave,12,2021,11,combined-print-and-e-book-fiction
522,522,2021-11-01,the love hypothesis,Ali Hazelwood,13,2021,11,combined-print-and-e-book-fiction
523,523,2021-11-01,silverview,John Le Carré,14,2021,11,combined-print-and-e-book-fiction
524,524,2021-11-01,over my dead body,Jeffrey Archer,15,2021,11,combined-print-and-e-book-fiction
525,525,2021-12-01,mercy,David Baldacci,1,2021,12,combined-print-and-e-book-fiction
526,526,2021-12-01,the judges list,John Grisham,2,2021,12,combined-print-and-e-book-fiction
527,527,2021-12-01,the dark hours,Michael Connelly,3,2021,12,combined-print-and-e-book-fiction
528,528,2021-12-01,the stranger in the lifeboat,Mitch Albom,4,2021,12,combined-print-and-e-book-fiction
529,529,2021-12-01,the lincoln highway,Amor Towles,5,2021,12,combined-print-and-e-book-fiction
530,530,2021-12-01,clive cusslers the devils sea,Dirk Cussler,6,2021,12,combined-print-and-e-book-fiction
531,531,2021-12-01,tom clancy chain of command,Marc Cameron,7,2021,12,combined-print-and-e-book-fiction
532,532,2021-12-01,the wish,Nicholas Sparks,8,2021,12,combined-print-and-e-book-fiction
533,533,2021-12-01,better off dead,Lee Child and Andrew Child,9,2021,12,combined-print-and-e-book-fiction
534,534,2021-12-01,it ends with us,Colleen Hoover,10,2021,12,combined-print-and-e-book-fiction
535,535,2021-12-01,termination shock,Neal Stephenson,11,2021,12,combined-print-and-e-book-fiction
536,536,2021-12-01,game on,Janet Evanovich,12,2021,12,combined-print-and-e-book-fiction
537,537,2021-12-01,never,Ken Follett,13,2021,12,combined-print-and-e-book-fiction
538,538,2021-12-01,the seven husbands of evelyn hugo,Taylor Jenkins Reid,14,2021,12,combined-print-and-e-book-fiction
539,539,2021-12-01,guild boss,Jayne Castle,15,2021,12,combined-print-and-e-book-fiction
540,540,2022-01-01,call us what we carry,Amanda Gorman,1,2022,1,combined-print-and-e-book-fiction
541,541,2022-01-01,the judges list,John Grisham,2,2022,1,combined-print-and-e-book-fiction
542,542,2022-01-01,the lincoln highway,Amor Towles,3,2022,1,combined-print-and-e-book-fiction
543,543,2022-01-01,it ends with us,Colleen Hoover,4,2022,1,combined-print-and-e-book-fiction
544,544,2022-01-01,the stranger in the lifeboat,Mitch Albom,5,2022,1,combined-print-and-e-book-fiction
545,545,2022-01-01,go tell the bees that i am gone,Diana Gabaldon,6,2022,1,combined-print-and-e-book-fiction
546,546,2022-01-01,the wish,Nicholas Sparks,7,2022,1,combined-print-and-e-book-fiction
547,547,2022-01-01,wish you were here,Jodi Picoult,8,2022,1,combined-print-and-e-book-fiction
548,548,2022-01-01,fear no evil,James Patterson,9,2022,1,combined-print-and-e-book-fiction
549,549,2022-01-01,cloud cuckoo land,Anthony Doerr,10,2022,1,combined-print-and-e-book-fiction
550,550,2022-01-01,the seven husbands of evelyn hugo,Taylor Jenkins Reid,11,2022,1,combined-print-and-e-book-fiction
551,551,2022-01-01,the midnight library,Matt Haig,12,2022,1,combined-print-and-e-book-fiction
552,552,2022-01-01,the last thing he told me,Laura Dave,13,2022,1,combined-print-and-e-book-fiction
553,553,2022-01-01,verity,Colleen Hoover,14,2022,1,combined-print-and-e-book-fiction
554,554,2022-01-01,where the crawdads sing,Delia Owens,15,2022,1,combined-print-and-e-book-fiction
555,555,2022-02-01,it ends with us,Colleen Hoover,1,2022,2,combined-print-and-e-book-fiction
556,556,2022-02-01,the seven husbands of evelyn hugo,Taylor Jenkins Reid,2,2022,2,combined-print-and-e-book-fiction
557,557,2022-02-01,verity,Colleen Hoover,3,2022,2,combined-print-and-e-book-fiction
558,558,2022-02-01,one step too far,Lisa Gardner,4,2022,2,combined-print-and-e-book-fiction
559,559,2022-02-01,ugly love,Colleen Hoover,5,2022,2,combined-print-and-e-book-fiction
560,560,2022-02-01,the maid,Nita Prose,6,2022,2,combined-print-and-e-book-fiction
561,561,2022-02-01,the lincoln highway,Amor Towles,7,2022,2,combined-print-and-e-book-fiction
562,562,2022-02-01,the midnight library,Matt Haig,8,2022,2,combined-print-and-e-book-fiction
563,563,2022-02-01,november 9,Colleen Hoover,9,2022,2,combined-print-and-e-book-fiction
564,564,2022-02-01,the last thing he told me,Laura Dave,10,2022,2,combined-print-and-e-book-fiction
565,565,2022-02-01,lightning in a mirror,Jayne Ann Krentz,11,2022,2,combined-print-and-e-book-fiction
566,566,2022-02-01,the judges list,John Grisham,12,2022,2,combined-print-and-e-book-fiction
567,567,2022-02-01,electric idol,Katee Robert,13,2022,2,combined-print-and-e-book-fiction
568,568,2022-02-01,the love hypothesis,Ali Hazelwood,14,2022,2,combined-print-and-e-book-fiction
