,Unnamed: 0,Date,Title,Author,Ranking,Year,Month,List
569,569,2022-02-01,wish you were here,Jodi Picoult,15,2022,2,combined-print-and-e-book-fiction
570,570,2022-03-01,house of sky and breath,Sarah J. Maas,1,2022,3,combined-print-and-e-book-fiction
571,571,2022-03-01,it ends with us,Colleen Hoover,2,2022,3,combined-print-and-e-book-fiction
572,572,2022-03-01,diablo mesa,Douglas Preston and Lincoln Child,3,2022,3,combined-print-and-e-book-fiction
573,573,2022-03-01,sierra six,Mark Greaney,4,2022,3,combined-print-and-e-book-fiction
574,574,2022-03-01,verity,Colleen Hoover,5,2022,3,combined-print-and-e-book-fiction
575,575,2022-03-01,the seven husbands of evelyn hugo,Taylor Jenkins Reid,6,2022,3,combined-print-and-e-book-fiction
576,576,2022-03-01,abandoned in death,J.D. Robb,7,2022,3,combined-print-and-e-book-fiction
577,577,2022-03-01,house of earth and blood,Sarah J. Maas,8,2022,3,combined-print-and-e-book-fiction
578,578,2022-03-01,the lincoln highway,Amor Towles,9,2022,3,combined-print-and-e-book-fiction
579,579,2022-03-01,the maid,Nita Prose,10,2022,3,combined-print-and-e-book-fiction
580,580,2022-03-01,ugly love,Colleen Hoover,11,2022,3,combined-print-and-e-book-fiction
581,581,2022-03-01,the love hypothesis,Ali Hazelwood,12,2022,3,combined-print-and-e-book-fiction
582,582,2022-03-01,the midnight library,Matt Haig,13,2022,3,combined-print-and-e-book-fiction
583,583,2022-03-01,the christie affair,Nina de Gramont,14,2022,3,combined-print-and-e-book-fiction
584,584,2022-03-01,the last thing he told me,Laura Dave,15,2022,3,combined-print-and-e-book-fiction
585,585,2022-04-01,the match,Harlan Coben,1,2022,4,combined-print-and-e-book-fiction
586,586,2022-04-01,run rose run,Dolly Parton and James Patterson,2,2022,4,combined-print-and-e-book-fiction
587,587,2022-04-01,it ends with us,Colleen Hoover,3,2022,4,combined-print-and-e-book-fiction
588,588,2022-04-01,verity,Colleen Hoover,4,2022,4,combined-print-and-e-book-fiction
589,589,2022-04-01,the seven husbands of evelyn hugo,Taylor Jenkins Reid,5,2022,4,combined-print-and-e-book-fiction
590,590,2022-04-01,shadows reel,C.J. Box,6,2022,4,combined-print-and-e-book-fiction
591,591,2022-04-01,the paris apartment,Lucy Foley,7,2022,4,combined-print-and-e-book-fiction
592,592,2022-04-01,the maid,Nita Prose,8,2022,4,combined-print-and-e-book-fiction
593,593,2022-04-01,give unto others,Donna Leon,9,2022,4,combined-print-and-e-book-fiction
594,594,2022-04-01,the kaiju preservation society,John Scalzi,10,2022,4,combined-print-and-e-book-fiction
595,595,2022-04-01,november 9,Colleen Hoover,11,2022,4,combined-print-and-e-book-fiction
596,596,2022-04-01,the lightning rod,Brad Meltzer,12,2022,4,combined-print-and-e-book-fiction
597,597,2022-04-01,where the crawdads sing,Delia Owens,13,2022,4,combined-print-and-e-book-fiction
598,598,2022-04-01,the love hypothesis,Ali Hazelwood,14,2022,4,combined-print-and-e-book-fiction
599,599,2022-04-01,one italian summer,Rebecca Serle,15,2022,4,combined-print-and-e-book-fiction
600,0,2019-01-01,becoming,Michelle Obama,1,2019,1,combined-print-and-e-book-nonfiction
601,1,2019-01-01,the point of it all,"Charles Krauthammer, edited by Daniel Krauthammer",2,2019,1,combined-print-and-e-book-nonfiction
602,2,2019-01-01,educated,Tara Westover,3,2019,1,combined-print-and-e-book-nonfiction
603,3,2019-01-01,killing the ss,Bill O'Reilly and Martin Dugard,4,2019,1,combined-print-and-e-book-nonfiction
604,4,2019-01-01,sapiens,Yuval Noah Harari,5,2019,1,combined-print-and-e-book-nonfiction
605,5,2019-01-01,shade,Pete Souza,6,2019,1,combined-print-and-e-book-nonfiction
606,6,2019-01-01,leadership,Doris Kearns Goodwin,7,2019,1,combined-print-and-e-book-nonfiction
607,7,2019-01-01,churchill walking with destiny,Andrew Roberts,8,2019,1,combined-print-and-e-book-nonfiction
608,8,2019-01-01,brief answers to the big questions,Stephen Hawking,9,2019,1,combined-print-and-e-book-nonfiction
609,9,2019-01-01,beastie boys book,Michael Diamond and Adam Horovitz,10,2019,1,combined-print-and-e-book-nonfiction
610,10,2019-01-01,fear,Bob Woodward,11,2019,1,combined-print-and-e-book-nonfiction
611,11,2019-01-01,ship of fools,Tucker Carlson,12,2019,1,combined-print-and-e-book-nonfiction
612,12,2019-01-01,the fifth risk,Michael Lewis,13,2019,1,combined-print-and-e-book-nonfiction
613,13,2019-01-01,obama,Pete Souza,14,2019,1,combined-print-and-e-book-nonfiction
614,14,2019-01-01,bad blood,John Carreyrou,15,2019,1,combined-print-and-e-book-nonfiction
615,15,2019-02-01,becoming,Michelle Obama,1,2019,2,combined-print-and-e-book-nonfiction
616,16,2019-02-01,educated,Tara Westover,2,2019,2,combined-print-and-e-book-nonfiction
617,17,2019-02-01,the first conspiracy,Brad Meltzer and Josh Mensch,3,2019,2,combined-print-and-e-book-nonfiction
618,18,2019-02-01,sapiens,Yuval Noah Harari,4,2019,2,combined-print-and-e-book-nonfiction
619,19,2019-02-01,factfulness,Hans Rosling with Ola Rosling and Anna Rosling Ronnlund,5,2019,2,combined-print-and-e-book-nonfiction
620,20,2019-02-01,bad blood,John Carreyrou,6,2019,2,combined-print-and-e-book-nonfiction
621,21,2019-02-01,ai superpowers,Kai-Fu Lee,7,2019,2,combined-print-and-e-book-nonfiction
622,22,2019-02-01,the library book,Susan Orlean,8,2019,2,combined-print-and-e-book-nonfiction
623,23,2019-02-01,women rowing north,Mary Pipher,9,2019,2,combined-print-and-e-book-nonfiction
624,24,2019-02-01,inheritance,Dani Shapiro,10,2019,2,combined-print-and-e-book-nonfiction
625,25,2019-02-01,the point of it all,"Charles Krauthammer, edited by Daniel Krauthammer",11,2019,2,combined-print-and-e-book-nonfiction
626,26,2019-02-01,the truths we hold,Kamala Harris,12,2019,2,combined-print-and-e-book-nonfiction
627,27,2019-02-01,21 lessons for the 21st century,Yuval Noah Harari,13,2019,2,combined-print-and-e-book-nonfiction
628,28,2019-02-01,how to change your mind,Michael Pollan,14,2019,2,combined-print-and-e-book-nonfiction
629,29,2019-02-01,elon musk,Ashlee Vance,15,2019,2,combined-print-and-e-book-nonfiction
630,30,2019-03-01,becoming,Michelle Obama,1,2019,3,combined-print-and-e-book-nonfiction
631,31,2019-03-01,educated,Tara Westover,2,2019,3,combined-print-and-e-book-nonfiction
632,32,2019-03-01,grateful american,Gary Sinise with Marcus Brotherton,3,2019,3,combined-print-and-e-book-nonfiction
633,33,2019-03-01,bad blood,John Carreyrou,4,2019,3,combined-print-and-e-book-nonfiction
634,34,2019-03-01,sapiens,Yuval Noah Harari,5,2019,3,combined-print-and-e-book-nonfiction
635,35,2019-03-01,born a crime,Trevor Noah,6,2019,3,combined-print-and-e-book-nonfiction
636,36,2019-03-01,the first conspiracy,Brad Meltzer and Josh Mensch,7,2019,3,combined-print-and-e-book-nonfiction
637,37,2019-03-01,maid,Stephanie Land,8,2019,3,combined-print-and-e-book-nonfiction
638,38,2019-03-01,women rowing north,Mary Pipher,9,2019,3,combined-print-and-e-book-nonfiction
639,39,2019-03-01,the library book,Susan Orlean,10,2019,3,combined-print-and-e-book-nonfiction
640,40,2019-03-01,killers of the flower moon,David Grann,11,2019,3,combined-print-and-e-book-nonfiction
641,41,2019-03-01,midnight in chernobyl,Adam Higginbotham,12,2019,3,combined-print-and-e-book-nonfiction
642,42,2019-03-01,let me finish,Chris Christie with Ellis Henican,13,2019,3,combined-print-and-e-book-nonfiction
643,43,2019-03-01,shortest way home,Pete Buttigieg,14,2019,3,combined-print-and-e-book-nonfiction
644,44,2019-03-01,a serial killers daughter,Kerri Rawson,15,2019,3,combined-print-and-e-book-nonfiction
645,45,2019-04-01,the right side of history,Ben Shapiro,1,2019,4,combined-print-and-e-book-nonfiction
646,46,2019-04-01,educated,Tara Westover,2,2019,4,combined-print-and-e-book-nonfiction
647,47,2019-04-01,becoming,Michelle Obama,3,2019,4,combined-print-and-e-book-nonfiction
648,48,2019-04-01,kushner inc,Vicky Ward,4,2019,4,combined-print-and-e-book-nonfiction
649,49,2019-04-01,bad blood,John Carreyrou,5,2019,4,combined-print-and-e-book-nonfiction
650,50,2019-04-01,doing justice,Preet Bharara,6,2019,4,combined-print-and-e-book-nonfiction
651,51,2019-04-01,sapiens,Yuval Noah Harari,7,2019,4,combined-print-and-e-book-nonfiction
652,52,2019-04-01,shortest way home,Pete Buttigieg,8,2019,4,combined-print-and-e-book-nonfiction
653,53,2019-04-01,born a crime,Trevor Noah,9,2019,4,combined-print-and-e-book-nonfiction
654,54,2019-04-01,mamas last hug,Frans de Waal,10,2019,4,combined-print-and-e-book-nonfiction
655,55,2019-04-01,madame fourcades secret war,Lynne Olson,11,2019,4,combined-print-and-e-book-nonfiction
656,56,2019-04-01,first sandra day oconnor,Evan Thomas,12,2019,4,combined-print-and-e-book-nonfiction
657,57,2019-04-01,the uninhabitable earth,David Wallace-Wells,13,2019,4,combined-print-and-e-book-nonfiction
658,58,2019-04-01,say nothing,Patrick Radden Keefe,14,2019,4,combined-print-and-e-book-nonfiction
659,59,2019-04-01,the threat,Andrew G. McCabe,15,2019,4,combined-print-and-e-book-nonfiction
660,60,2019-05-01,becoming,Michelle Obama,1,2019,5,combined-print-and-e-book-nonfiction
661,61,2019-05-01,the second mountain,David Brooks,2,2019,5,combined-print-and-e-book-nonfiction
662,62,2019-05-01,educated,Tara Westover,3,2019,5,combined-print-and-e-book-nonfiction
663,63,2019-05-01,life will be the death of me,Chelsea Handler,4,2019,5,combined-print-and-e-book-nonfiction
664,64,2019-05-01,sapiens,Yuval Noah Harari,5,2019,5,combined-print-and-e-book-nonfiction
665,65,2019-05-01,shortest way home,Pete Buttigieg,6,2019,5,combined-print-and-e-book-nonfiction
666,66,2019-05-01,maybe you should talk to someone,Lori Gottlieb,7,2019,5,combined-print-and-e-book-nonfiction
667,67,2019-05-01,the matriarch,Susan Page,8,2019,5,combined-print-and-e-book-nonfiction
668,68,2019-05-01,save me the plums,Ruth Reichl,9,2019,5,combined-print-and-e-book-nonfiction
669,69,2019-05-01,bad blood,John Carreyrou,10,2019,5,combined-print-and-e-book-nonfiction
670,70,2019-05-01,lessons from lucy,Dave Barry,11,2019,5,combined-print-and-e-book-nonfiction
671,71,2019-05-01,born a crime,Trevor Noah,12,2019,5,combined-print-and-e-book-nonfiction
672,72,2019-05-01,the right side of history,Ben Shapiro,13,2019,5,combined-print-and-e-book-nonfiction
673,73,2019-05-01,a woman of no importance,Sonia Purnell,14,2019,5,combined-print-and-e-book-nonfiction
674,74,2019-05-01,falter,Bill McKibben,15,2019,5,combined-print-and-e-book-nonfiction
675,75,2019-06-01,howard stern comes again,Howard Stern,1,2019,6,combined-print-and-e-book-nonfiction
676,76,2019-06-01,the pioneers,David McCullough,2,2019,6,combined-print-and-e-book-nonfiction
677,77,2019-06-01,educated,Tara Westover,3,2019,6,combined-print-and-e-book-nonfiction
678,78,2019-06-01,becoming,Michelle Obama,4,2019,6,combined-print-and-e-book-nonfiction
679,79,2019-06-01,the mueller report,h related materials by The Washington Post,5,2019,6,combined-print-and-e-book-nonfiction
680,80,2019-06-01,the british are coming,Rick Atkinson,6,2019,6,combined-print-and-e-book-nonfiction
681,81,2019-06-01,the moment of lift,Melinda Gates,7,2019,6,combined-print-and-e-book-nonfiction
682,82,2019-06-01,furious hours,Casey Cep,8,2019,6,combined-print-and-e-book-nonfiction
683,83,2019-06-01,sacred duty,Tom Cotton,9,2019,6,combined-print-and-e-book-nonfiction
684,84,2019-06-01,the second mountain,David Brooks,10,2019,6,combined-print-and-e-book-nonfiction
685,85,2019-06-01,the mueller report,h an introduction by Alan Dershowitz,11,2019,6,combined-print-and-e-book-nonfiction
686,86,2019-06-01,maybe you should talk to someone,Lori Gottlieb,12,2019,6,combined-print-and-e-book-nonfiction
687,87,2019-06-01,commander in cheat,Rick Reilly,13,2019,6,combined-print-and-e-book-nonfiction
688,88,2019-06-01,life will be the death of me,Chelsea Handler,14,2019,6,combined-print-and-e-book-nonfiction
689,89,2019-06-01,sapiens,Yuval Noah Harari,15,2019,6,combined-print-and-e-book-nonfiction
690,90,2019-07-01,educated,Tara Westover,1,2019,7,combined-print-and-e-book-nonfiction
691,91,2019-07-01,unfreedom of the press,Mark R. Levin,2,2019,7,combined-print-and-e-book-nonfiction
692,92,2019-07-01,the pioneers,David McCullough,3,2019,7,combined-print-and-e-book-nonfiction
693,93,2019-07-01,becoming,Michelle Obama,4,2019,7,combined-print-and-e-book-nonfiction
694,94,2019-07-01,the mueller report,h related materials by The Washington Post,5,2019,7,combined-print-and-e-book-nonfiction
695,95,2019-07-01,howard stern comes again,Howard Stern,6,2019,7,combined-print-and-e-book-nonfiction
696,96,2019-07-01,born a crime,Trevor Noah,7,2019,7,combined-print-and-e-book-nonfiction
697,97,2019-07-01,sapiens,Yuval Noah Harari,8,2019,7,combined-print-and-e-book-nonfiction
698,98,2019-07-01,songs of america,Jon Meacham and Tim McGraw,9,2019,7,combined-print-and-e-book-nonfiction
699,99,2019-07-01,killers of the flower moon,David Grann,10,2019,7,combined-print-and-e-book-nonfiction
700,100,2019-07-01,sea stories,William H. McRaven,11,2019,7,combined-print-and-e-book-nonfiction
701,101,2019-07-01,maybe you should talk to someone,Lori Gottlieb,12,2019,7,combined-print-and-e-book-nonfiction
702,102,2019-07-01,the moment of lift,Melinda Gates,13,2019,7,combined-print-and-e-book-nonfiction
703,103,2019-07-01,the choice,Edith Eva Eger,14,2019,7,combined-print-and-e-book-nonfiction
704,104,2019-07-01,the british are coming,Rick Atkinson,15,2019,7,combined-print-and-e-book-nonfiction
705,105,2019-08-01,educated,Tara Westover,1,2019,8,combined-print-and-e-book-nonfiction
706,106,2019-08-01,american carnage,Tim Alberta,2,2019,8,combined-print-and-e-book-nonfiction
707,107,2019-08-01,three women,Lisa Taddeo,3,2019,8,combined-print-and-e-book-nonfiction
708,108,2019-08-01,justice on trial,Mollie Hemingway and Carrie Severino,4,2019,8,combined-print-and-e-book-nonfiction
709,109,2019-08-01,the pioneers,David McCullough,5,2019,8,combined-print-and-e-book-nonfiction
710,110,2019-08-01,becoming,Michelle Obama,6,2019,8,combined-print-and-e-book-nonfiction
711,111,2019-08-01,unfreedom of the press,Mark R. Levin,7,2019,8,combined-print-and-e-book-nonfiction
712,112,2019-08-01,born a crime,Trevor Noah,8,2019,8,combined-print-and-e-book-nonfiction
713,113,2019-08-01,sapiens,Yuval Noah Harari,9,2019,8,combined-print-and-e-book-nonfiction
714,114,2019-08-01,americas reluctant prince,Steven M. Gillon,10,2019,8,combined-print-and-e-book-nonfiction
715,115,2019-08-01,the mueller report,h related materials by The Washington Post,11,2019,8,combined-print-and-e-book-nonfiction
716,116,2019-08-01,they called us enemy,"George Takei, Justin Eisinger and Steven Scott. Illustrated by Harmony Becker",12,2019,8,combined-print-and-e-book-nonfiction
717,117,2019-08-01,just mercy,Bryan Stevenson,13,2019,8,combined-print-and-e-book-nonfiction
718,118,2019-08-01,maybe you should talk to someone,Lori Gottlieb,14,2019,8,combined-print-and-e-book-nonfiction
719,119,2019-08-01,white fragility,Robin DiAngelo,15,2019,8,combined-print-and-e-book-nonfiction
720,120,2019-09-01,educated,Tara Westover,1,2019,9,combined-print-and-e-book-nonfiction
721,121,2019-09-01,how to be an antiracist,Ibram X. Kendi,2,2019,9,combined-print-and-e-book-nonfiction
722,122,2019-09-01,becoming,Michelle Obama,3,2019,9,combined-print-and-e-book-nonfiction
723,123,2019-09-01,born a crime,Trevor Noah,4,2019,9,combined-print-and-e-book-nonfiction
724,124,2019-09-01,three women,Lisa Taddeo,5,2019,9,combined-print-and-e-book-nonfiction
725,125,2019-09-01,the pioneers,David McCullough,6,2019,9,combined-print-and-e-book-nonfiction
726,126,2019-09-01,sapiens,Yuval Noah Harari,7,2019,9,combined-print-and-e-book-nonfiction
727,127,2019-09-01,ball of collusion,Andrew C. McCarthy,8,2019,9,combined-print-and-e-book-nonfiction
728,128,2019-09-01,range,David Epstein,9,2019,9,combined-print-and-e-book-nonfiction
729,129,2019-09-01,trick mirror,Jia Tolentino,10,2019,9,combined-print-and-e-book-nonfiction
730,130,2019-09-01,maybe you should talk to someone,Lori Gottlieb,11,2019,9,combined-print-and-e-book-nonfiction
731,131,2019-09-01,kochland,Christopher Leonard,12,2019,9,combined-print-and-e-book-nonfiction
732,132,2019-09-01,white fragility,Robin DiAngelo,13,2019,9,combined-print-and-e-book-nonfiction
733,133,2019-09-01,unfreedom of the press,Mark R. Levin,14,2019,9,combined-print-and-e-book-nonfiction
734,134,2019-09-01,the yellow house,Sarah M. Broom,15,2019,9,combined-print-and-e-book-nonfiction
735,135,2019-10-01,talking to strangers,Malcolm Gladwell,1,2019,10,combined-print-and-e-book-nonfiction
736,136,2019-10-01,permanent record,Edward Snowden,2,2019,10,combined-print-and-e-book-nonfiction
737,137,2019-10-01,educated,Tara Westover,3,2019,10,combined-print-and-e-book-nonfiction
738,138,2019-10-01,call sign chaos,Jim Mattis and Bing West,4,2019,10,combined-print-and-e-book-nonfiction
739,139,2019-10-01,she said,Jodi Kantor and Megan Twohey,5,2019,10,combined-print-and-e-book-nonfiction
740,140,2019-10-01,the only plane in the sky,Garrett M. Graff,6,2019,10,combined-print-and-e-book-nonfiction
741,141,2019-10-01,becoming,Michelle Obama,7,2019,10,combined-print-and-e-book-nonfiction
742,142,2019-10-01,the education of an idealist,Samantha Power,8,2019,10,combined-print-and-e-book-nonfiction
743,143,2019-10-01,sapiens,Yuval Noah Harari,9,2019,10,combined-print-and-e-book-nonfiction
744,144,2019-10-01,lifespan,David A. Sinclair and Matthew D. LaPlante,10,2019,10,combined-print-and-e-book-nonfiction
745,145,2019-10-01,born a crime,Trevor Noah,11,2019,10,combined-print-and-e-book-nonfiction
746,146,2019-10-01,maybe you should talk to someone,Lori Gottlieb,12,2019,10,combined-print-and-e-book-nonfiction
747,147,2019-10-01,radicals resistance and revenge,Jeanine Pirro,13,2019,10,combined-print-and-e-book-nonfiction
748,148,2019-10-01,how to,Randall Munroe,14,2019,10,combined-print-and-e-book-nonfiction
749,149,2019-10-01,three women,Lisa Taddeo,15,2019,10,combined-print-and-e-book-nonfiction
750,150,2019-11-01,me,Elton John,1,2019,11,combined-print-and-e-book-nonfiction
751,151,2019-11-01,catch and kill,Ronan Farrow,2,2019,11,combined-print-and-e-book-nonfiction
752,152,2019-11-01,blowout,Rachel Maddow,3,2019,11,combined-print-and-e-book-nonfiction
753,153,2019-11-01,the way i heard it,Mike Rowe,4,2019,11,combined-print-and-e-book-nonfiction
754,154,2019-11-01,the body,Bill Bryson,5,2019,11,combined-print-and-e-book-nonfiction
755,155,2019-11-01,home work,Julie Andrews and Emma Walton Hamilton,6,2019,11,combined-print-and-e-book-nonfiction
756,156,2019-11-01,talking to strangers,Malcolm Gladwell,7,2019,11,combined-print-and-e-book-nonfiction
757,157,2019-11-01,dear girls,Ali Wong,8,2019,11,combined-print-and-e-book-nonfiction
758,158,2019-11-01,educated,Tara Westover,9,2019,11,combined-print-and-e-book-nonfiction
759,159,2019-11-01,the united states of trump,Bill O'Reilly,10,2019,11,combined-print-and-e-book-nonfiction
760,160,2019-11-01,on tyranny,Timothy Snyder,11,2019,11,combined-print-and-e-book-nonfiction
761,161,2019-11-01,inside out,Demi Moore,12,2019,11,combined-print-and-e-book-nonfiction
762,162,2019-11-01,the book of gutsy women,Hillary Rodham Clinton and Chelsea Clinton,13,2019,11,combined-print-and-e-book-nonfiction
763,163,2019-11-01,life undercover,Amaryllis Fox,14,2019,11,combined-print-and-e-book-nonfiction
764,164,2019-11-01,resistance at all costs,Kimberley Strassel,15,2019,11,combined-print-and-e-book-nonfiction
765,165,2019-12-01,triggered,Donald Trump Jr,1,2019,12,combined-print-and-e-book-nonfiction
766,166,2019-12-01,talking to strangers,Malcolm Gladwell,2,2019,12,combined-print-and-e-book-nonfiction
767,167,2019-12-01,sam houston and the alamo avengers,Brian Kilmeade,3,2019,12,combined-print-and-e-book-nonfiction
768,168,2019-12-01,with all due respect,Nikki R. Haley,4,2019,12,combined-print-and-e-book-nonfiction
769,169,2019-12-01,finding chika,Mitch Albom,5,2019,12,combined-print-and-e-book-nonfiction
770,170,2019-12-01,me,Elton John,6,2019,12,combined-print-and-e-book-nonfiction
771,171,2019-12-01,educated,Tara Westover,7,2019,12,combined-print-and-e-book-nonfiction
772,172,2019-12-01,a song for you,Robyn Crawford,8,2019,12,combined-print-and-e-book-nonfiction
773,173,2019-12-01,catch and kill,Ronan Farrow,9,2019,12,combined-print-and-e-book-nonfiction
774,174,2019-12-01,the body,Bill Bryson,10,2019,12,combined-print-and-e-book-nonfiction
775,175,2019-12-01,blowout,Rachel Maddow,11,2019,12,combined-print-and-e-book-nonfiction
776,176,2019-12-01,the plot to betray america,Malcolm Nance,12,2019,12,combined-print-and-e-book-nonfiction
777,177,2019-12-01,i heard you paint houses,Charles Brandt,13,2019,12,combined-print-and-e-book-nonfiction
778,178,2019-12-01,the beautiful ones,Prince. Edited by Dan Piepenbring,14,2019,12,combined-print-and-e-book-nonfiction
779,179,2019-12-01,becoming,Michelle Obama,15,2019,12,combined-print-and-e-book-nonfiction
780,180,2020-01-01,educated,Tara Westover,1,2020,1,combined-print-and-e-book-nonfiction
781,181,2020-01-01,becoming,Michelle Obama,2,2020,1,combined-print-and-e-book-nonfiction
782,182,2020-01-01,talking to strangers,Malcolm Gladwell,3,2020,1,combined-print-and-e-book-nonfiction
783,183,2020-01-01,me,Elton John,4,2020,1,combined-print-and-e-book-nonfiction
784,184,2020-01-01,sam houston and the alamo avengers,Brian Kilmeade,5,2020,1,combined-print-and-e-book-nonfiction
785,185,2020-01-01,a warning,Anonymous,6,2020,1,combined-print-and-e-book-nonfiction
786,186,2020-01-01,the body,Bill Bryson,7,2020,1,combined-print-and-e-book-nonfiction
787,187,2020-01-01,i heard you paint houses,Charles Brandt,8,2020,1,combined-print-and-e-book-nonfiction
788,188,2020-01-01,mobituaries,Mo Rocca and Jonathan Greenberg,9,2020,1,combined-print-and-e-book-nonfiction
789,189,2020-01-01,no one is too small to make a difference,Greta Thunberg,10,2020,1,combined-print-and-e-book-nonfiction
790,190,2020-01-01,triggered,Donald Trump Jr,11,2020,1,combined-print-and-e-book-nonfiction
791,191,2020-01-01,finding chika,Mitch Albom,12,2020,1,combined-print-and-e-book-nonfiction
792,192,2020-01-01,the book of gutsy women,Hillary Rodham Clinton and Chelsea Clinton,13,2020,1,combined-print-and-e-book-nonfiction
793,193,2020-01-01,how to,Randall Munroe,14,2020,1,combined-print-and-e-book-nonfiction
794,194,2020-01-01,blowout,Rachel Maddow,15,2020,1,combined-print-and-e-book-nonfiction
795,195,2020-02-01,just mercy,Bryan Stevenson,1,2020,2,combined-print-and-e-book-nonfiction
796,196,2020-02-01,educated,Tara Westover,2,2020,2,combined-print-and-e-book-nonfiction
797,197,2020-02-01,tightrope,Nicholas D. Kristof and Sheryl WuDunn,3,2020,2,combined-print-and-e-book-nonfiction
798,198,2020-02-01,running against the devil,Rick Wilson,4,2020,2,combined-print-and-e-book-nonfiction
799,199,2020-02-01,talking to strangers,Malcolm Gladwell,5,2020,2,combined-print-and-e-book-nonfiction
800,200,2020-02-01,becoming,Michelle Obama,6,2020,2,combined-print-and-e-book-nonfiction
801,201,2020-02-01,uncanny valley,Anna Wiener,7,2020,2,combined-print-and-e-book-nonfiction
802,202,2020-02-01,maybe you should talk to someone,Lori Gottlieb,8,2020,2,combined-print-and-e-book-nonfiction
803,203,2020-02-01,catch and kill,Ronan Farrow,9,2020,2,combined-print-and-e-book-nonfiction
804,204,2020-02-01,the body keeps the score,Bessel van der Kolk,10,2020,2,combined-print-and-e-book-nonfiction
805,205,2020-02-01,sapiens,Yuval Noah Harari,11,2020,2,combined-print-and-e-book-nonfiction
806,206,2020-02-01,why we sleep,Matthew Walker,12,2020,2,combined-print-and-e-book-nonfiction
807,207,2020-02-01,say nothing,Patrick Radden Keefe,13,2020,2,combined-print-and-e-book-nonfiction
808,208,2020-02-01,american oligarchs,Andrea Bernstein,14,2020,2,combined-print-and-e-book-nonfiction
809,209,2020-02-01,the body,Bill Bryson,15,2020,2,combined-print-and-e-book-nonfiction
810,210,2020-03-01,open book,Jessica Simpson with Kevin Carr O’Leary,1,2020,3,combined-print-and-e-book-nonfiction
811,211,2020-03-01,a very stable genius,Philip Rucker and Carol Leonnig,2,2020,3,combined-print-and-e-book-nonfiction
812,212,2020-03-01,profiles in corruption,Peter Schweizer,3,2020,3,combined-print-and-e-book-nonfiction
813,213,2020-03-01,educated,Tara Westover,4,2020,3,combined-print-and-e-book-nonfiction
814,214,2020-03-01,on tyranny,Timothy Snyder,5,2020,3,combined-print-and-e-book-nonfiction
815,215,2020-03-01,becoming,Michelle Obama,6,2020,3,combined-print-and-e-book-nonfiction
816,216,2020-03-01,just mercy,Bryan Stevenson,7,2020,3,combined-print-and-e-book-nonfiction
817,217,2020-03-01,talking to strangers,Malcolm Gladwell,8,2020,3,combined-print-and-e-book-nonfiction
818,218,2020-03-01,why were polarized,Ezra Klein,9,2020,3,combined-print-and-e-book-nonfiction
819,219,2020-03-01,the mamba mentality,Kobe Bryant,10,2020,3,combined-print-and-e-book-nonfiction
820,220,2020-03-01,sapiens,Yuval Noah Harari,11,2020,3,combined-print-and-e-book-nonfiction
821,221,2020-03-01,maybe you should talk to someone,Lori Gottlieb,12,2020,3,combined-print-and-e-book-nonfiction
822,222,2020-03-01,the body keeps the score,Bessel van der Kolk,13,2020,3,combined-print-and-e-book-nonfiction
823,223,2020-03-01,white fragility,Robin DiAngelo,14,2020,3,combined-print-and-e-book-nonfiction
824,224,2020-03-01,to shake the sleeping self,Jedidiah Jenkins,15,2020,3,combined-print-and-e-book-nonfiction
825,225,2020-04-01,the splendid and the vile,Erik Larson,1,2020,4,combined-print-and-e-book-nonfiction
826,226,2020-04-01,untamed,Glennon Doyle,2,2020,4,combined-print-and-e-book-nonfiction
827,227,2020-04-01,educated,Tara Westover,3,2020,4,combined-print-and-e-book-nonfiction
828,228,2020-04-01,open book,Jessica Simpson with Kevin Carr O’Leary,4,2020,4,combined-print-and-e-book-nonfiction
829,229,2020-04-01,the great influenza,John M. Barry,5,2020,4,combined-print-and-e-book-nonfiction
830,230,2020-04-01,the mamba mentality,Kobe Bryant,6,2020,4,combined-print-and-e-book-nonfiction
831,231,2020-04-01,becoming,Michelle Obama,7,2020,4,combined-print-and-e-book-nonfiction
832,232,2020-04-01,the gift of forgiveness,Katherine Schwarzenegger Pratt,8,2020,4,combined-print-and-e-book-nonfiction
833,233,2020-04-01,sapiens,Yuval Noah Harari,9,2020,4,combined-print-and-e-book-nonfiction
834,234,2020-04-01,maybe you should talk to someone,Lori Gottlieb,10,2020,4,combined-print-and-e-book-nonfiction
835,235,2020-04-01,talking to strangers,Malcolm Gladwell,11,2020,4,combined-print-and-e-book-nonfiction
836,236,2020-04-01,say nothing,Patrick Radden Keefe,12,2020,4,combined-print-and-e-book-nonfiction
837,237,2020-04-01,just mercy,Bryan Stevenson,13,2020,4,combined-print-and-e-book-nonfiction
838,238,2020-04-01,deadliest enemy,Michael T. Osterholm and Mark Olshaker,14,2020,4,combined-print-and-e-book-nonfiction
839,239,2020-04-01,john adams under fire,Dan Abrams and David Fisher,15,2020,4,combined-print-and-e-book-nonfiction
840,240,2020-05-01,untamed,Glennon Doyle,1,2020,5,combined-print-and-e-book-nonfiction
841,241,2020-05-01,the splendid and the vile,Erik Larson,2,2020,5,combined-print-and-e-book-nonfiction
842,242,2020-05-01,the house of kennedy,James Patterson and Cynthia Fagen,3,2020,5,combined-print-and-e-book-nonfiction
843,243,2020-05-01,hidden valley road,Robert Kolker,4,2020,5,combined-print-and-e-book-nonfiction
